clan_tag,clan_name,player_name,player_tag,player_participation_ratio,player_contribution_count,player_participating_count,player_total_fame,player_total_repair_points,player_total_contribution,player_total_decks_used,player_is_current_member,s_110-4_fame,s_110-4_repair_points,s_110-4_contribution,s_110-4_decks_used,s_110-3_fame,s_110-3_repair_points,s_110-3_contribution,s_110-3_decks_used,s_110-2_fame,s_110-2_repair_points,s_110-2_contribution,s_110-2_decks_used,s_110-1_fame,s_110-1_repair_points,s_110-1_contribution,s_110-1_decks_used,s_109-4_fame,s_109-4_repair_points,s_109-4_contribution,s_109-4_decks_used,s_109-3_fame,s_109-3_repair_points,s_109-3_contribution,s_109-3_decks_used,s_109-2_fame,s_109-2_repair_points,s_109-2_contribution,s_109-2_decks_used,s_109-1_fame,s_109-1_repair_points,s_109-1_contribution,s_109-1_decks_used,s_108-4_fame,s_108-4_repair_points,s_108-4_contribution,s_108-4_decks_used,s_108-3_fame,s_108-3_repair_points,s_108-3_contribution,s_108-3_decks_used
LQQR9GQR,GUERREROS MAYAS,AKAGAMI,822YQYCRJ,0.0,0,3,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,⚡JOEL⚡,9UU00RQYY,0.0,0,4,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,BateristaR,QCRVPVGYY,0.0,0,4,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,xMisa,90VQ2Y089,0.0,0,1,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,ㅤㅤ ㅤㅤ ㅤㅤ,PQ9VR20PJ,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,◽§ABIR-CR✨ᴰᵂ,UP22J0C09,0.0,0,4,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,AVARICIOSO☯️,8C8P0UYPL,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,Escipión,P9GJGJJC2,0.0,0,3,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,xDAZ10x,990R80L80,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,Nahuelito,LGGJGYRQC,0.0,0,1,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,Mois,CCJVLCPYP,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,Adjudicado,U80J0R8PJ,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,×kevn,UY0VJYY2U,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,DatedMocha,U280L2LLL,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,Dw IRØKP么ST2K,2PJLR2QU2,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,0Fate,P8UGYRU2R,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,beto49123,GVRVV0V98,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,Keos,8C02PC802,0.0,0,1,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,中提琴儿童,JL9UV2RQQ,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,ELBICHOSIUUUUUU,YUQC88V9Q,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,Osiris,9YP28PGJV,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,EDUARDO,2UL8QLQVG,0.0,0,1,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,Angel,UQG8QJJJG,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,Pseudónimo,UJ9U0Y0PV,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,Edgar UwU,CY99VUL9U,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,NOVA I JAMS,P8J2CQQUP,0.0,0,1,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,OmarHg,UPYGPUR8Y,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,pana.walter,CPULYYQCU,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,⛑⭐obiwan66♣️⛑,CY9UYCVPG,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,Sauli,G0JR2RPR,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,cocoman 3000,L298JY29G,0.0,0,1,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LQQR9GQR,GUERREROS MAYAS,Seant~,8VYJQ9YY2,0.0,0,2,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
